Country,Year,GDP,Population
Mexico,2001,17438.20852,100298152
Micronesia (country),2001,3516.229126,107170
Middle East & North Africa,2001,12247.54745,
Middle East & North Africa (IDA & IBRD),2001,8093.849714,
Middle East & North Africa (excluding high income),2001,8049.609411,
Middle income,2001,5401.27569,
Moldova,2001,5395.967328,4187096
Monaco,2001,,32473
Mongolia,2001,4619.946679,2419594
Montenegro,2001,12505.16539,613170
Montserrat,2001,,4528
Morocco,2001,4634.192774,29126323
Mozambique,2001,687.1494257,18221884
Myanmar,2001,1204.833433,47225119
Namibia,2001,6775.221614,1823667
Nauru,2001,,10219
Nepal,2001,2141.067035,24347113
Netherlands,2001,48160.78437,16018112
Netherlands Antilles,2001,,283512
New Caledonia,2001,,221499
New Zealand,2001,33775.23266,3907941
Nicaragua,2001,4026.001837,5145367
Niger,2001,965.4172116,11751364
Nigeria,2001,3075.003131,125394046
Niue,2001,,1843
North America,2001,48876.24588,491771508
North Korea,2001,,23132982
North Macedonia,2001,9831.061406,2042844
Northern Mariana Islands,2001,,58319
Norway,2001,58018.32946,4523139
OECD members,2001,35734.91349,
Oceania,2001,,31837552
Oman,2001,34940.72902,2294959
Other small states,2001,14110.52263,
Pacific island small states,2001,5962.687387,
Pakistan,2001,3277.051278,145978408
Palau,2001,14248.50218,19390
Palestine,2001,3980.933349,3309908
Panama,2001,14311.02288,3089641
Papua New Guinea,2001,2806.953519,5974627
Paraguay,2001,8295.067442,5428442
Peru,2001,6380.337664,26799289
Philippines,2001,4492.721424,79672869
Poland,2001,16466.786,38529585
Portugal,2001,30756.01895,10341456
Post-demographic dividend,2001,38962.68219,
Pre-demographic dividend,2001,2466.689938,
Puerto Rico,2001,31958.09675,3670308
Qatar,2001,86643.64357,615013
Reunion,2001,,748653
Romania,2001,12920.48961,21989354
Russia,2001,15378.08974,145830726
Rwanda,2001,907.2139028,8231150
Saint Barthlemy,2001,,7658
Saint Helena,2001,,5944
Saint Kitts and Nevis,2001,22324.2828,44602
Saint Lucia,2001,12407.49117,158184
Saint Martin (French part),2001,,29847
Saint Pierre and Miquelon,2001,,6255
Saint Vincent and the Grenadines,2001,8785.824912,107893
Samoa,2001,5115.426532,175394
San Marino,2001,77249.23541,27818
Sao Tome and Principe,2001,2589.163857,144760
Saudi Arabia,2001,40393.97196,21202646
Senegal,2001,2642.686144,10036102
Serbia,2001,9529.216827,9410769
Seychelles,2001,18485.01664,82413
Sierra Leone,2001,960.3215051,4754069
Singapore,2001,54029.73472,4077150
Sint Maarten (Dutch part),2001,,32782
Slovakia,2001,16199.82774,5399995
Slovenia,2001,27083.72474,1987457
Small states,2001,13319.26449,
Solomon Islands,2001,2018.940939,423949
Somalia,2001,,9186719
South Africa,2001,10224.02333,45571272
South America,2001,,353333490
South Asia,2001,2673.924962,
South Asia (IDA & IBRD),2001,2673.924962,
South Korea,2001,23893.89701,47706226
South Sudan,2001,,6447791
Spain,2001,35874.75293,41319431
Sri Lanka,2001,5816.473939,18911727
Sub-Saharan Africa,2001,2708.660811,
Sub-Saharan Africa (IDA & IBRD),2001,2708.660811,
Sub-Saharan Africa (excluding high income),2001,2706.784937,
Sudan,2001,2185.040501,27971077
Suriname,2001,13456.20575,476574
Svalbard and Jan Mayen,2001,,2418
Sweden,2001,41103.72646,8897802
Switzerland,2001,59944.77692,7179174
Syria,2001,,16766555
Taiwan,2001,,22108715
Tajikistan,2001,1428.368475,6318510
Tanzania,2001,1456.566719,34385849
Thailand,2001,10053.8154,63539190
Timor,2001,2658.285844,901214
Togo,2001,1667.653809,5062571
Tokelau,2001,,1506
Tonga,2001,5195.572611,98482
Trinidad and Tobago,2001,17583.65372,1271627
Tunisia,2001,7541.120597,9793915
Turkey,2001,14330.41814,64192243
Turkmenistan,2001,4772.176619,4564087
Turks and Caicos Islands,2001,,21578
Tuvalu,2001,3374.734828,9478
Uganda,2001,1277.773766,24388974
Ukraine,2001,7969.421028,48401648
United Arab Emirates,2001,98621.53638,3302722
United Kingdom,2001,39174.89002,59124277
United States,2001,50126.72022,284607992
United States Virgin Islands,2001,,108689
Upper middle income,2001,7398.25586,
Uruguay,2001,13901.99391,3325471
Uzbekistan,2001,2865.940295,25108554
Vanuatu,2001,2897.359191,189209
Vatican,2001,,792
Venezuela,2001,,24646471
Vietnam,2001,3105.643482,80742500
Wallis and Futuna,2001,,14835
Western Sahara,2001,,336647
World,2001,11191.49454,6222912459
Yemen,2001,,17918369
Zambia,2001,2042.537498,10692197
Zimbabwe,2001,3796.657107,11923906
Afghanistan,2000,,20779957
Africa,2000,,810984230
Africa Eastern and Southern,2000,2654.7679,
Africa Western and Central,2000,2676.806408,
Albania,2000,5893.136233,3129246
Algeria,2000,8710.455149,31042238
American Samoa,2000,,57816
Andorra,2000,,65390
Angola,2000,4727.966314,16395476
Anguilla,2000,,11247
Antigua and Barbuda,2000,18313.34971,76007
Arab World,2000,10994.08909,
Argentina,2000,18625.28355,36870796
Armenia,2000,4048.249904,3069597
Aruba,2000,41499.63854,90866
Asia,2000,,3740320064
Australia,2000,38343.00215,18991434
Austria,2000,46403.2777,8069276
Azerbaijan,2000,4063.471641,8122743
Bahamas,2000,40518.17951,298045
Bahrain,2000,49406.29103,664610
Bangladesh,2000,1937.729192,127657862
Barbados,2000,15124.43624,271511
Belarus,2000,8053.173638,9871635
Belgium,2000,43023.30716,10282046
Belize,2000,6599.339352,247310
Benin,2000,2478.218238,6865946
Bermuda,2000,83181.52634,65016
Bhutan,2000,4061.499026,591014
Bolivia,2000,5415.52606,8418270
Bonaire Sint Eustatius and Saba,2000,,14387
Bosnia and Herzegovina,2000,7114.552765,3751176
Botswana,2000,11439.9084,1643333
Brazil,2000,11600.94846,174790339
British Virgin Islands,2000,,20313
Brunei,2000,69022.88016,333166
Bulgaria,2000,10201.27812,7997951
Burkina Faso,2000,1296.74796,11607951
Burundi,2000,828.00046,6378871
Cambodia,2000,1481.656828,12155241
Cameroon,2000,2750.511165,15513944
Canada,2000,37194.3956,30588379
Cape Verde,2000,4065.479414,428178
Caribbean Small States,2000,12775.56421,
Cayman Islands,2000,,42305
Central African Republic,2000,1040.103835,3640421
Central Europe and the Baltics,2000,16165.1095,
Chad,2000,897.3470374,8355654
Channel Islands,2000,,148439
Chile,2000,15638.00094,15342350
China,2000,3451.679231,1290550767
Colombia,2000,9042.662791,39629965
Comoros,2000,2833.591016,542358
Congo,2000,4402.901455,3127420
Cook Islands,2000,,17935
Costa Rica,2000,12624.07057,3962369
Cote d'Ivoire,2000,4093.874782,16454660
Croatia,2000,18183.58811,4428075
Cuba,2000,,11126423
Curacao,2000,29669.86461,132147
Cyprus,2000,33013.98251,943288
Czechia,2000,24976.50632,10289374
Democratic Republic of Congo,2000,751.5577568,47105830
Denmark,2000,48907.0114,5341192
Djibouti,2000,,717577
Dominica,2000,9611.53337,69650
Dominican Republic,2000,9322.139196,8471317
Early-demographic dividend,2000,5429.539409,
East Asia & Pacific,2000,7267.7532,
East Asia & Pacific (IDA & IBRD),2000,4046.572257,
East Asia & Pacific (excluding high income),2000,4002.942645,
Ecuador,2000,8176.344448,12681123
Egypt,2000,7744.715238,68831561
El Salvador,2000,6548.63137,5887930
Equatorial Guinea,2000,11176.51896,606180
Eritrea,2000,,2292413
Estonia,2000,17778.96558,1399111
Eswatini,2000,5579.136559,1005432
Ethiopia,2000,727.7666847,66224808
Euro area,2000,39554.48441,
Europe,2000,,726503736
Europe & Central Asia,2000,25379.46862,
Europe & Central Asia (IDA & IBRD),2000,11741.91459,
Europe & Central Asia (excluding high income),2000,11227.21615,
European Union,2000,34573.79672,
Faeroe Islands,2000,,46738
Falkland Islands,2000,,2893
Fiji,2000,9575.878839,811011
Finland,2000,39894.19446,5187953
Fragile and conflict affected situations,2000,,
France,2000,39732.28245,59015092
French Guiana,2000,,163163
French Polynesia,2000,,240681
Gabon,2000,16567.24561,1228359
Gambia,2000,2270.486495,1317708
Georgia,2000,4919.23188,4362184
Germany,2000,42864.93289,81400883
Ghana,2000,2734.806763,19278850
Gibraltar,2000,,31081
Greece,2000,29186.32455,11082103
Greenland,2000,,56177
Grenada,2000,11613.41539,102837
Guadeloupe,2000,,422048
Guam,2000,,155323
Guatemala,2000,6499.883286,11650744
Guinea,2000,1704.956378,8240735
Guinea-Bissau,2000,1722.757481,1201305
Guyana,2000,7776.308557,746718
Haiti,2000,2684.551926,8463802
Heavily indebted poor countries (HIPC),2000,1668.867452,
High income,2000,39535.76392,
Honduras,2000,4108.774977,6574510
Hong Kong,2000,36317.1207,6606328
Hungary,2000,19406.52134,10220509
IBRD only,2000,5998.384795,
IDA & IBRD total,2000,5190.058158,
IDA blend,2000,3111.306243,
IDA only,2000,1794.10102,
IDA total,2000,2243.557396,
Iceland,2000,41530.51732,280439
India,2000,2578.59153,1056575548
Indonesia,2000,5689.260223,211513822
Iran,2000,10066.80278,65623397
Iraq,2000,9364.596705,23497589
Ireland,2000,48628.45114,3783095
Isle of Man,2000,,76942
Israel,2000,31416.93851,5945949
Italy,2000,43053.93306,56692178
Jamaica,2000,9344.534643,2654698
Japan,2000,35611.80391,127524168
Jordan,2000,8741.72741,5122495
Kazakhstan,2000,10275.76187,14922724
Kenya,2000,2867.746708,31964557
Kiribati,2000,2183.675029,84405
Kosovo,2000,4715.361356,
Kuwait,2000,54984.95235,2045123
Kyrgyzstan,2000,3078.909252,4920712
Laos,2000,2861.27184,5323701
Late-demographic dividend,2000,6486.409323,
Latin America & Caribbean,2000,12676.29633,
Latin America & Caribbean (IDA & IBRD),2000,12599.77115,
Latin America & Caribbean (excluding high income),2000,12038.43559,
Latvia,2000,12863.30935,2384150
Least developed countries: UN classification,2000,1592.987844,
Lebanon,2000,14361.68302,3842774
Lesotho,2000,1685.367014,2032805
Liberia,2000,1699.020836,2848447
Libya,2000,16746.27387,5357893
Liechtenstein,2000,,33184
Lithuania,2000,13846.68329,3501842
Low & middle income,2000,4973.842308,
Low income,2000,,
Lower middle income,2000,3545.61416,
Luxembourg,2000,95901.0204,436106
Macao,2000,51027.30499,427772
Madagascar,2000,1614.382282,15766806
Malawi,2000,1107.537894,11148751
Malaysia,2000,15917.05717,23194252
Maldives,2000,13358.58716,279396
Mali,2000,1627.732318,10946448
Malta,2000,27482.86907,393649
Marshall Islands,2000,3336.09316,50754
Martinique,2000,,387016
Mauritania,2000,4361.213513,2630217
Mauritius,2000,11890.58865,1185147
Mayotte,2000,,150331
Mexico,2000,17756.56647,98899845
Micronesia (country),2000,3434.098093,107405
Middle East & North Africa,2000,12313.1173,
Middle East & North Africa (IDA & IBRD),2000,8037.861735,
Middle East & North Africa (excluding high income),2000,8000.407505,
Middle income,2000,5278.979303,
Moldova,2000,5074.377064,4202659
Monaco,2000,,32148
Mongolia,2000,4528.955946,2397417
Montenegro,2000,12418.99354,613558
Montserrat,2000,,4925
Morocco,2000,4370.799491,28793672
Mozambique,2000,630.7016136,17711925
Myanmar,2000,1093.788207,46719698
Namibia,2000,6804.866743,1794583
Nauru,2000,,10335
Nepal,2000,2077.652056,23941099
Netherlands,2000,47422.2034,15926188
Netherlands Antilles,2000,,280398
New Caledonia,2000,,217263
New Zealand,2000,32837.09789,3858992
Nicaragua,2000,3968.892933,5069310
Niger,2000,933.3463759,11331561
Nigeria,2000,2977.041475,122283853
Niue,2000,,1902
North America,2000,48863.38551,486124198
North Korea,2000,,22929078
North Macedonia,2000,10182.12607,2034823
Northern Mariana Islands,2000,,57453
Norway,2000,57127.39975,4499375
OECD members,2000,35511.28732,
Oceania,2000,,31425087
Oman,2000,33839.52054,2267973
Other small states,2000,13747.86074,
Pacific island small states,2000,5941.170132,
Pakistan,2000,3245.378342,142343583
Palau,2000,13586.80504,19104
Palestine,2000,4503.248849,3224009
Panama,2000,14507.79597,3030333
Papua New Guinea,2000,2871.416377,5847590
Paraguay,2000,8530.20799,5323202
Peru,2000,6422.480568,26459944
Philippines,2000,4453.756672,77991757
Poland,2000,16257.64588,38556699
Portugal,2000,30383.13782,10297117
Post-demographic dividend,2000,38507.83492,
Pre-demographic dividend,2000,2426.05176,
Puerto Rico,2000,30124.69312,3668955
Qatar,2000,86566.30285,592467
Reunion,2000,,736714
Romania,2000,12109.5524,22137423
Russia,2000,14569.93658,146404890
Rwanda,2000,867.6151907,7933688
Saint Barthlemy,2000,,7416
Saint Helena,2000,,6054
Saint Kitts and Nevis,2000,21459.73563,44083
Saint Lucia,2000,12963.85387,156737
Saint Martin (French part),2000,,28935
Saint Pierre and Miquelon,2000,,6298
Saint Vincent and the Grenadines,2000,8646.608816,107787
Samoa,2000,4809.239885,174454
San Marino,2000,74121.58852,27460
Sao Tome and Principe,2000,,142264
Saudi Arabia,2000,41955.20779,20663840
Senegal,2000,2595.109288,9797731
Serbia,2000,8900.593928,9487612
Seychelles,2000,18931.15063,80998
Sierra Leone,2000,1063.297198,4584570
Singapore,2000,56106.73202,4028872
Sint Maarten (Dutch part),2000,,32564
Slovakia,2000,15660.64385,5399207
Slovenia,2000,26281.06845,1987710
Small states,2000,13014.29749,
Solomon Islands,2000,2253.610862,412665
Somalia,2000,,8872250
South Africa,2000,10088.85225,44967713
South America,2000,,348411890
South Asia,2000,2607.035311,
South Asia (IDA & IBRD),2000,2607.035311,
South Korea,2000,22963.63854,47379237
South Sudan,2000,,6199396
Spain,2000,34757.61502,40824745
Sri Lanka,2000,5949.970029,18777606
Sub-Saharan Africa,2000,2665.293404,
Sub-Saharan Africa (IDA & IBRD),2000,2665.293404,
Sub-Saharan Africa (excluding high income),2000,2663.307993,
Sudan,2000,2109.560575,27275019
Suriname,2000,13068.20615,470944
Svalbard and Jan Mayen,2000,,2420
Sweden,2000,40625.36205,8881642
Switzerland,2000,59389.42406,7143764
Syria,2000,,16410847
Taiwan,2000,,21966528
Tajikistan,2000,1324.90986,6216329
Tanzania,2000,1409.453964,33499177
Thailand,2000,9809.62237,62952639
Timor,2000,2328.304667,884366
Togo,2000,1700.441397,4924406
Tokelau,2000,,1550
Tonga,2000,5034.415166,97962
Trinidad and Tobago,2000,16939.52547,1267159
Tunisia,2000,7329.345126,9708347
Turkey,2000,15433.58712,63240196
Turkmenistan,2000,4622.078757,4516128
Turks and Caicos Islands,2000,,20171
Tuvalu,2000,3350.879385,9392
Uganda,2000,1252.752131,23650159
Ukraine,2000,7221.465608,48838058
United Arab Emirates,2000,102494.7146,3134067
United Kingdom,2000,38280.80027,58923305
United States,2000,50124.89118,281710914
United States Virgin Islands,2000,,108730
Upper middle income,2000,7215.470689,
Uruguay,2000,14482.75455,3319734
Uzbekistan,2000,2786.430374,24769955
Vanuatu,2000,3068.095866,184964
Vatican,2000,,790
Venezuela,2000,,24192449
Vietnam,2000,2954.982905,79910411
Wallis and Futuna,2000,,14697
Western Sahara,2000,,314116
World,2000,11079.90924,6143776621
Yemen,2000,,17409071
Zambia,2000,1990.858991,10415942
Zimbabwe,2000,3756.139483,11881482
Afghanistan,1999,,20170847
Africa,1999,,791504165
Africa Eastern and Southern,1999,2640.336494,
Africa Western and Central,1999,2658.745063,
Albania,1999,5475.169135,3122700
Algeria,1999,8506.345679,30623406
American Samoa,1999,,57049
Andorra,1999,,64367
Angola,1999,4740.669236,15866871
Anguilla,1999,,10979
Antigua and Barbuda,1999,17551.46677,74674
Arab World,1999,10550.84584,
Argentina,1999,18981.16838,36467218
Armenia,1999,3798.67375,3089020
Aruba,1999,39367.02385,89009
Asia,1999,,3691810055
Australia,1999,37334.47523,18788187
Austria,1999,44996.0546,8051116
Azerbaijan,1999,3687.661015,8054126
Bahamas,1999,39430.77388,294063
Bahrain,1999,48988.57018,636540
Bangladesh,1999,1876.599044,125189655
Barbados,1999,14537.00203,270455
Belarus,1999,7575.918326,9924440
Belgium,1999,41582.29254,10255161
Belize,1999,6042.667614,238979
Benin,1999,2411.991564,6664102
Bermuda,1999,76772.32385,64703
Bhutan,1999,4018.927489,577886
Bolivia,1999,5386.179218,8257066
Bonaire Sint Eustatius and Saba,1999,,14632
Bosnia and Herzegovina,1999,6757.74503,3743353
Botswana,1999,11447.33358,1610260
Brazil,1999,11272.7068,172318674
British Virgin Islands,1999,,20026
Brunei,1999,68540.82093,326214
Bulgaria,1999,9687.746342,8067005
Burkina Faso,1999,1309.40259,11282696
Burundi,1999,850.0469311,6267132
Cambodia,1999,1377.498652,11886464
Cameroon,1999,2726.667906,15112598
Canada,1999,35782.69026,30302511
Cape Verde,1999,3622.653754,420456
Caribbean Small States,1999,12439.85925,
Cayman Islands,1999,,40423
Central African Republic,1999,1091.360827,3558019
Central Europe and the Baltics,1999,15464.11623,
Chad,1999,939.2729204,8053532
Channel Islands,1999,,147553
Chile,1999,15022.91552,15162801
China,1999,3206.730026,1281514833
Colombia,1999,8927.730067,38999468
Comoros,1999,2621.566381,528853
Congo,1999,4212.698135,3038432
Cook Islands,1999,,18042
Costa Rica,1999,12394.54799,3885428
Cote d'Ivoire,1999,4290.396128,16032573
Croatia,1999,17504.17545,4456446
Cuba,1999,,11084673
Curacao,1999,,134302
Cyprus,1999,31488.62286,926049
Czechia,1999,23948.38503,10306404
Democratic Republic of Congo,1999,828.2092557,45919615
Denmark,1999,47298.53735,5321771
Djibouti,1999,,699973
Dominica,1999,9367.805224,69828
Dominican Republic,1999,9043.597783,8343288
Early-demographic dividend,1999,5292.766253,
East Asia & Pacific,1999,6935.750584,
East Asia & Pacific (IDA & IBRD),1999,3809.733457,
East Asia & Pacific (excluding high income),1999,3768.600081,
Ecuador,1999,8243.411048,12442109
Egypt,1999,7422.835299,67515591
El Salvador,1999,6523.458846,5844834
Equatorial Guinea,1999,9851.275584,581765
Eritrea,1999,,2237412
Estonia,1999,16225.35303,1403784
Eswatini,1999,5545.102739,994105
Ethiopia,1999,706.1643402,64343008
Euro area,1999,38202.84336,
Europe,1999,,726631490
Europe & Central Asia,1999,24277.68557,
Europe & Central Asia (IDA & IBRD),1999,10920.67151,
Europe & Central Asia (excluding high income),1999,10403.65107,
European Union,1999,33313.01143,
Faeroe Islands,1999,,46428
Falkland Islands,1999,,2831
